nbursts cpu_time io_time
12 24.286324176545286 65.87069202011315
14 33.24049143594652 67.90401395356629
9 30.06180176472219 40.23228478534015
8 42.38020672508253 55.144247781365095
13 48.07119102941114 68.17003109465095
8 47.639893245027906 37.14216371501251
18 80.97613451224129 85.88212507699456
4 58.560669874809854 17.947526416924685
7 64.35707114752537 30.22526886787856
13 75.55228725174409 79.41907007249023
10 83.76696438800937 56.482935532746765
14 113.6056879816012 68.18313628461826
11 117.57639051785166 66.97694244722844
10 115.17079864552763 60.59349700059516
9 118.1654437752825 56.26852500781641
12 148.07844647457932 70.66605956564663
8 142.26882287223893 47.93467531662904
6 145.27716388284333 37.96735074043414
13 155.31753352624574 72.57809812905995
6 147.83570952548305 39.894383561868864
10 179.21690647568857 56.35847097378087
6 190.4136144957781 37.64229142978055
12 207.33004923466837 49.82049971144011
10 218.57928325713166 54.46369586862314
12 237.16190941400188 61.671277298420996
12 241.37253724627593 62.238491081944396
8 243.1816102550639 41.8690700330891
14 255.07194921354548 63.65796686804513
8 273.6577737618352 49.622038795976245
6 279.52419723619994 33.92392656638187
11 289.2193897875501 79.27537835364427
11 303.7741084439368 51.527107473942536
11 308.1112075017348 59.44047732059411
10 338.43700315114995 51.29584419489999
15 346.5691087265031 91.46159465772121
16 374.1250770538234 85.32089015839367
5 358.612396756383 26.000434612218868
7 373.2483760708323 41.26302533093079
5 374.8897823277808 29.675875925693877
5 387.45671273614323 29.769492016433063
6 388.1694216194104 40.845746864402116
5 391.2834894789308 27.075677838432213
9 416.1618086640955 57.603448317846684
12 453.3959732748282 57.8722140383773
7 449.2891412377292 40.10999167401092
9 466.3322580380275 39.48115390195421
15 489.86193455425337 84.4827579616793
9 483.6617363855136 53.27452530106757
11 497.0869798957827 56.17461711790325
13 504.15245747383926 72.76151234571276
9 504.598038747614 56.601516706694916
8 518.7068043930565 44.121917596862986
11 522.6746452076927 54.07138705667138
10 524.1182139960505 47.19954504973532
8 553.540337944966 33.756587989275914
8 562.8162308657581 43.880394048554436
13 586.7320379492044 69.89351589883992
