atime nbursts cpu_time io_time
6.275499433066314 14 20.099165164828392 5.471691032149108
36.36179078065638 13 20.2394459695925 5.27935692477989
101.68572891936903 5 6.616705291133719 1.9793888149071432
123.58243397080497 8 11.196355163709004 3.418576635579417
124.96925021018836 7 11.62386743995407 2.936218446567342
155.92033768803626 12 18.738429089252655 4.440751142785141
199.59560656311456 5 7.569906937236312 1.9280724327496206
280.8361613498323 13 19.480681273794975 5.244177277264222
291.7904713103047 13 18.379167778150418 5.2191602122937715
327.52381039946556 7 11.963336087988159 2.572606447707406
329.77055447468575 7 10.46514966096493 2.79730146560782
335.05884569746155 7 10.51711142614654 2.841024222771283
340.84147356438933 8 11.477724608784786 3.2542669855640503
341.0072245193901 9 13.399872952145834 3.267754651608458
410.62055623510986 9 13.924766300604531 3.8688382512843185
422.53408576103027 7 10.669304623580338 2.772066958333474
431.4146593495952 6 10.670528076367766 2.3958603758387502
466.9073802664902 8 14.014377004691097 3.210870951005328
475.6373345630074 6 9.027598199415873 2.372200477614349
541.1113416105608 7 8.937865843165072 2.8444943975278254
554.9310674360977 8 11.669130492535373 3.066339015908441
560.1805106711818 7 10.529096481101252 2.6331512865606284
563.4805853453048 9 14.61384009199296 3.8349510334021963
582.3091388402427 5 7.470050346800352 2.1432760056561833
588.145336771477 13 20.134739215828883 4.6946112322214395
647.0783934918201 7 9.54932131541484 2.5839435103849313
690.8541761345725 10 16.27639025525415 4.164977214099629
695.378926759567 9 14.61637450697653 3.290774782652052
719.9831793944807 10 13.97114938731335 3.9482758366557142
731.8465487670596 11 17.053931989871806 4.404345310970806
735.8511205486612 12 18.420318105155157 4.807369958776326
742.853076587622 9 14.172241759782958 3.2401818937312
766.7621814831756 8 11.771233243437454 3.264808123011364
774.7537614526477 16 23.103770239415624 5.928496893571047
776.4407081106531 16 24.50952053431378 6.407848547011256
795.4266155861553 15 21.921528816431536 6.004926087380829
889.4744760453073 10 15.321091148382319 3.9526154562709523
904.235263848778 12 18.689991875970968 4.721221242802154
906.3553697829798 11 19.087807165760083 4.2677382086132605
911.2738161821007 5 7.2476309900738904 1.995006909574032
930.3827190140813 7 10.998390128766886 2.7916215392086676
931.6903167208787 10 14.794582003336856 3.863529672826259
951.8560394118307 10 15.568260318221467 4.072521000248396
969.6200227128862 10 16.48795321320722 3.859957030789179
1001.3118626865526 6 8.22308431825622 2.472705983820455
1003.0486486151964 11 16.542473412323815 4.4272755801072625
1053.4084509123572 4 6.7088721034480745 1.501637702464533
1087.307242050604 10 14.637930768330088 4.265578471398889
1110.6857194436507 7 11.369264260896271 2.7708841307296184
1116.3283075497734 8 13.192259229108634 3.2657248752987997
